Fecha,Hora,Vuelo,Origen,Estado,Aerolinea,Pais_Aerolinea,Aeropuerto,Ciudad,Pais_Origen,IATA,ICAO_Cia,PAX_Estimado,Franja_Horaria
2025-11-17,15:25,EZS1031,BASEL /MULHOUSE (BSL),No informado,EasyJet Switzerland,Switzerland,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,EZS,155,Tarde
2025-11-17,15:35,RYR9380,BIRMINGHAM / INTERNACIONAL (BHX),No informado,RYANAIR DAC,Ireland,Birmingham International Airport,Birmingham,United Kingdom,BHX,RYR,170,Tarde
2025-11-17,15:35,RYR2259,TURIN (TRN),No informado,RYANAIR DAC,Ireland,Turin Airport,Torino,Italy,TRN,RYR,170,Tarde
2025-11-17,15:40,RYR5372,FEZ /SAIS (FEZ),No informado,RYANAIR DAC,Ireland,Saïss Airport,Fes,Morocco,FEZ,RYR,170,Tarde
2025-11-17,15:45,VLG5969,SEVILLA (SVQ),No informado,Vueling Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,VLG,152,Tarde
2025-11-17,15:50,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Tarde
2025-11-17,16:00,VLG5841,MENORCA (MAH),No informado,Vueling Airlines,Spain,Menorca Airport,Menorca,Spain,MAH,VLG,152,Tarde
2025-11-17,16:05,VLG3966,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Tarde
2025-11-17,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-17,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Spurling Aviation,United States,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ASL,79,Tarde
2025-11-17,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Air Serbia,Serbia,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ASL,79,Tarde
2025-11-17,16:50,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
2025-11-17,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,LAN Airlines,Chile,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LAN,NA,Tarde
2025-11-17,17:10,DLH1162,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-17,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-17,17:20,IBE5732,BRUSELAS (BRU),No informado,Iberia Airlines,Spain,Brussels Airport,Brussels,Belgium,BRU,IBE,1,Tarde
2025-11-17,17:25,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado,RYANAIR DAC,Ireland,Falcone–Borsellino Airport,Palermo,Italy,PMO,RYR,170,Tarde
2025-11-17,17:25,RYR4631,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Tarde
2025-11-17,17:30,TAP1094,LISBOA (LIS),No informado,TAP Portugal,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,TAP,77,Tarde
2025-11-17,17:30,VLG1175,GRAN CANARIA (LPA),No informado,Vueling Airlines,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,VLG,152,Tarde
2025-11-17,17:30,EWG9538,DUSSELDORF (DUS),No informado,Eurowings,Germany,Düsseldorf Airport,Duesseldorf,Germany,DUS,EWG,108,Tarde
2025-11-17,17:35,LHX1842,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,LHX,NA,Tarde
2025-11-17,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-17,18:00,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Noche
2025-11-17,18:30,IBB5802,GRAN CANARIA (LPA),No informado,Binter Canarias,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,IBB,97,Noche
2025-11-17,18:35,RYR1131,NUREMBERG (NUE),No informado,RYANAIR DAC,Ireland,Nuremberg Airport,Nuernberg,Germany,NUE,RYR,170,Noche
2025-11-17,18:40,RYR641,MANCHESTER (MAN),No informado,RYANAIR DAC,Ireland,Manchester Airport,Manchester,United Kingdom,MAN,RYR,170,Noche
2025-11-17,18:50,EJU7899,AMSTERDAM /SCHIPHOL (AMS),No informado,EasyJet,United Kingdom,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EJU,159,Noche
2025-11-17,18:55,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-17,18:55,RYR2217,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Noche
2025-11-17,19:10,RYR7340,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Noche
2025-11-17,19:10,LGL763,LUXEMBURGO (LUX),No informado,Luxair,Luxembourg,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,LGL,61,Noche
2025-11-17,19:20,RYR2229,CRACOVIA (KRK),No informado,RYANAIR DAC,Ireland,Kraków John Paul II International Airport,Krakow,Poland,KRK,RYR,170,Noche
2025-11-17,19:30,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Noche
2025-11-17,19:30,IBE5676,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Noche
2025-11-17,19:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Iberia Airlines,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,IBE,1,Noche
2025-11-17,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-17,20:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado,Iberia Airlines,Spain,Barcelona International Airport,Barcelona,Spain,BCN,IBE,1,Noche
2025-11-17,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado,Wizz Air Malta,Malta,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,WMT,198,Noche
2025-11-17,20:05,IBE2393,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Noche
2025-11-17,20:25,RYR2147,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Noche
2025-11-17,20:30,RYR2301,BUDAPEST (BUD),No informado,RYANAIR DAC,Ireland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,RYR,170,Noche
2025-11-17,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Noche
2025-11-17,20:35,RYR1971,TENERIFE SUR (TFS),No informado,RYANAIR DAC,Ireland,Tenerife South Airport,Tenerife,Spain,TFS,RYR,170,Noche
2025-11-17,20:35,BEL3751,BRUSELAS (BRU),No informado,Brussels Airlines,Belgium,Brussels Airport,Brussels,Belgium,BRU,BEL,146,Noche
2025-11-17,20:40,RYR620,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Noche
2025-11-17,20:45,IBE5552,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Noche
2025-11-17,21:05,VLG5800,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-17,21:05,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado,RYANAIR DAC,Ireland,Lanzarote Airport,Arrecife,Spain,ACE,RYR,170,Noche
2025-11-17,21:10,VOE3816,A CORUÑA (LCG),No informado,VOLOTEA Airways,Spain,A Coruña Airport,La Coruna,Spain,LCG,VOE,150,Noche
2025-11-17,21:20,EWG3014,PRAGA (PRG),No informado,Eurowings,Germany,Václav Havel Airport Prague,Prague,Czech Republic,PRG,EWG,108,Noche
2025-11-17,21:40,RYR1770,MARSELLA (MRS),No informado,RYANAIR DAC,Ireland,Marseille Provence Airport,Marseille,France,MRS,RYR,170,Noche
2025-11-17,21:45,RYR6415,PESCARA (PSR),No informado,RYANAIR DAC,Ireland,Pescara International Airport,Pescara,Italy,PSR,RYR,170,Noche
2025-11-17,21:55,RYR7470,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Noche
2025-11-17,22:00,RYR2646,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Noche
2025-11-17,22:10,RYR1611,BARI /PALESE (BRI),No informado,RYANAIR DAC,Ireland,Bari Karol Wojtyła Airport,Bari,Italy,BRI,RYR,170,Noche
2025-11-17,22:25,RYR1718,EINDHOVEN (EIN),No informado,RYANAIR DAC,Ireland,Eindhoven Airport,Eindhoven,Netherlands,EIN,RYR,170,Noche
2025-11-17,22:35,RYR2208,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Noche
2025-11-17,22:40,BAW8067,LONDRES /GATWICK (LGW),No informado,British Airways,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,BAW,96,Noche
2025-11-17,22:55,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Noche
2025-11-17,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-17,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-17,23:15,RYR6325,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-17,23:20,RYR999,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Noche
2025-11-17,23:30,RYR4663,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Noche
2025-11-17,23:35,IBE2406,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-17,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Noche
2025-11-17,23:40,IBE2431,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Noche
2025-11-18,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Qatar Airways,Qatar,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,QTR,0,Madrugada
2025-11-18,00:20,IBE5681,AMSTERDAM /SCHIPHOL (AMS),No informado,Iberia Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,IBE,1,Madrugada
2025-11-18,00:25,RYR5540,TANGER (TNG),No informado,RYANAIR DAC,Ireland,Ibn Batouta Airport,Tanger,Morocco,TNG,RYR,170,Madrugada
2025-11-18,00:30,RYR2271,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado,RYANAIR DAC,Ireland,Santiago de Compostela Airport,Santiago,Spain,SCQ,RYR,170,Madrugada
2025-11-18,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Etihad Airways,United Arab Emirates,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ETD,0,Mañana
2025-11-18,08:15,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado,Vueling Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,VLG,152,Mañana
2025-11-18,08:55,VLG8151,PARIS /ORLY (ORY),No informado,Vueling Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,VLG,152,Mañana
2025-11-18,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,American Airlines,United States,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AAL,0,Mañana
2025-11-18,09:05,WZZ1337,VARSOVIA (WAW),No informado,Wizz Air,Hungary,Warsaw Chopin Airport,Warsaw,Poland,WAW,WZZ,196,Mañana
2025-11-18,09:15,KLM2659,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Mañana
2025-11-18,09:20,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Mañana
2025-11-18,10:05,IBE2391,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Mañana
2025-11-18,10:40,WMT3185,BUCAREST (OTP),No informado,Wizz Air Malta,Malta,Henri Coandă International Airport,Bucharest,Romania,OTP,WMT,198,Mañana
2025-11-18,10:50,RYR2229,CRACOVIA (KRK),No informado,RYANAIR DAC,Ireland,Kraków John Paul II International Airport,Krakow,Poland,KRK,RYR,170,Mañana
2025-11-18,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-18,10:55,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Mañana
2025-11-18,11:00,IBE2433,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Mañana
2025-11-18,11:05,RYR6423,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Mañana
2025-11-18,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-18,11:45,IBE2313,BILBAO (BIO),No informado,Iberia Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,IBE,1,Mañana
2025-11-18,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-18,12:05,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Tarde
2025-11-18,12:05,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Tarde
2025-11-18,12:10,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-18,12:40,AUA431,VIENA (VIE),No informado,Austrian Airlines,Austria,Vienna International Airport,Vienna,Austria,VIE,AUA,149,Tarde
2025-11-18,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado,Vueling Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,VLG,152,Tarde
2025-11-18,13:05,RYR993,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Tarde
2025-11-18,13:30,RYR1768,LISBOA (LIS),No informado,RYANAIR DAC,Ireland,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RYR,170,Tarde
2025-11-18,13:35,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Tarde
2025-11-18,14:00,VLG1175,GRAN CANARIA (LPA),No informado,Vueling Airlines,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,VLG,152,Tarde
2025-11-18,14:35,VLG5980,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Tarde
2025-11-18,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Tarde
2025-11-18,15:50,VLG3952,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Tarde
2025-11-18,15:55,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,China Eastern Airlines,China,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,CES,0,Tarde
2025-11-18,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-18,16:10,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Tarde
2025-11-18,16:15,QTR6541,MALAGA-COSTA DEL SOL (AGP),No informado,Qatar Airways,Qatar,Málaga Airport,Malaga,Spain,AGP,QTR,0,Tarde
2025-11-18,16:15,IBE5847,BILBAO (BIO),No informado,Iberia Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,IBE,1,Tarde
2025-11-18,16:35,RYR705,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado,RYANAIR DAC,Ireland,Santiago de Compostela Airport,Santiago,Spain,SCQ,RYR,170,Tarde
2025-11-18,16:45,IBE2406,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Tarde
2025-11-18,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Avianca,Colombia,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AVA,0,Tarde
2025-11-18,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-18,17:30,ETD2758,LISBOA (LIS),No informado,Etihad Airways,United Arab Emirates,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,ETD,0,Tarde
2025-11-18,17:35,LHX1842,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,LHX,NA,Tarde
2025-11-18,17:45,TRA6443,ROTTERDAM (RTM),No informado,Transavia Holland,Netherlands,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,TRA,162,Tarde
2025-11-18,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado,Royal Air Maroc,Morocco,Mohammed V International Airport,Casablanca,Morocco,CMN,RAM,33,Noche
2025-11-18,18:55,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-18,19:10,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Noche
2025-11-18,19:25,RYR8109,CORK (ORK),No informado,RYANAIR DAC,Ireland,Cork Airport,Cork,Ireland,ORK,RYR,170,Noche
2025-11-18,19:35,VLG8155,PARIS /ORLY (ORY),No informado,Vueling Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,VLG,152,Noche
2025-11-18,19:35,WMT3567,TIMISOARA (TSR),No informado,Wizz Air Malta,Malta,Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,WMT,198,Noche
2025-11-18,19:35,WZZ2079,CRACOVIA (KRK),No informado,Wizz Air,Hungary,Kraków John Paul II International Airport,Krakow,Poland,KRK,WZZ,196,Noche
2025-11-18,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-18,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado,Qatar Airways,Qatar,Barcelona International Airport,Barcelona,Spain,BCN,QTR,0,Noche
2025-11-18,20:05,VLG5793,SEVILLA (SVQ),No informado,Vueling Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,VLG,152,Noche
2025-11-18,20:35,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-18,20:40,EZY8013,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Noche
2025-11-18,20:55,IBE2400,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-18,21:00,RYR497,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Noche
2025-11-18,21:30,WMT5155,TIRANA (TIA),No informado,Wizz Air Malta,Malta,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,WMT,198,Noche
2025-11-18,21:45,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Noche
2025-11-18,22:55,VLG8473,LONDRES /GATWICK (LGW),No informado,Vueling Airlines,Spain,London Gatwick Airport,London,United Kingdom,LGW,VLG,152,Noche
2025-11-18,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-18,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-18,23:25,VLG5831,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Noche
2025-11-18,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado,Vueling Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,VLG,152,Noche
2025-11-19,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Royal Air Maroc,Morocco,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,RAM,33,Madrugada
2025-11-19,00:20,QTR3675,AMSTERDAM /SCHIPHOL (AMS),No informado,Qatar Airways,Qatar,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,QTR,0,Madrugada
2025-11-19,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Madrugada
2025-11-19,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Air Europa,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AEA,102,Mañana
2025-11-19,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Mañana
2025-11-19,08:35,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Mañana
2025-11-19,08:45,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado,RYANAIR DAC,Ireland,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,RYR,170,Mañana
2025-11-19,08:45,VLG8151,PARIS /ORLY (ORY),No informado,Vueling Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,VLG,152,Mañana
2025-11-19,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Avianca,Colombia,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AVA,0,Mañana
2025-11-19,09:05,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Mañana
2025-11-19,09:10,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Mañana
2025-11-19,09:15,RYR4631,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-19,10:00,RYR1092,EDIMBURGO (EDI),No informado,RYANAIR DAC,Ireland,Edinburgh Airport,Edinburgh,United Kingdom,EDI,RYR,170,Mañana
2025-11-19,10:05,IBE2391,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Mañana
2025-11-19,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-19,11:00,VLG5833,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Mañana
2025-11-19,11:15,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Mañana
2025-11-19,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-19,11:45,VLG5713,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Mañana
2025-11-19,11:45,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Mañana
2025-11-19,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-19,12:10,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
